id|startDate|endDate|addedDate|uuid|partialTime|team_id|deliverable_id|discipline_id
31929|1627862400000|1628812800000|1645042427807|5381636f-69f5-53ae-89bd-d696a096a4ab|1|112|1025|1387
31930|1629072000000|1630022400000|1645042427807|92bf305a-9c80-50f8-a320-a67b14fcbc6f|1|112|1025|1387
31931|1629072000000|1630022400000|1645042427807|f7b50e43-f7f5-59ab-a713-4385cecf8af6|1|112|1025|1387
31932|1630281600000|1631232000000|1645042427807|c30ce676-69ca-5042-9586-efdb6c2312f3|1|112|1025|1387
31933|1630281600000|1631232000000|1645042427807|f02efd52-2d34-5bef-be20-fd97c2cdb91b|1|112|1025|1387
31934|1631491200000|1632960000000|1645042427807|3da18635-cf15-50ce-9617-870d7771bc21|1|112|1025|1387
31935|1633046400000|1634256000000|1645042427807|4988bad4-b899-5541-875d-efc88eabbd7d|1|112|1025|1387
31936|1633046400000|1634256000000|1645042427807|aa9dab81-dfc8-52c9-9246-df9ba4e6476f|0|112|1025|1387
31937|1633046400000|1634256000000|1645042427807|77dc5263-3ae7-52be-8a56-784feb4a1c5e|1|112|1025|1387
31938|1634515200000|1635465600000|1645042427807|ed3afa21-4ef4-50a5-8776-575bc247d38a|1|112|1025|1387
31939|1634515200000|1635465600000|1645042427807|166b46fe-84bd-5db0-a12c-3ce196e469c3|1|112|1025|1387
31940|1635724800000|1636675200000|1645042427807|dd5a46a3-43a4-59aa-be0c-739d8d3c1ffb|1|112|1025|1387
31941|1636934400000|1637884800000|1645042427807|145f38a2-d7c0-5e35-8b47-e187561aeb60|1|112|1025|1387
31942|1638144000000|1639094400000|1645042427807|47499c0e-6ffa-51d8-af5a-6057c908b427|0|112|1025|1387
31943|1641254400000|1642723200000|1645042427807|6b22bfba-18a5-59e5-ad7e-8a3e10fc63d6|1|112|1025|1387
31944|1641254400000|1642723200000|1645042427807|e44e0df3-be28-5bd0-bbfc-d7bfc21f9f68|0|112|1025|1387
31945|1641254400000|1642723200000|1645042427807|59e35228-e23c-50ab-ab63-7f6fc1274d49|1|112|1025|1387
31946|1642809600000|1643932800000|1645042427807|7913b1c4-1c32-50cc-b400-9a9879a31a68|1|112|1025|1387
31947|1642809600000|1643932800000|1645042427807|c59c1d14-02c7-5861-8dd0-fba5f8f99fc0|1|112|1025|1387
31948|1644019200000|1645142400000|1645042427807|578ccb3c-36bc-51c5-ab8b-eba07e55087f|1|112|1025|1387
31949|1645228800000|1646352000000|1645042427807|91790777-df3a-532c-bbea-4dbb0f4c18b9|1|112|1025|1387
31950|1646438400000|1647561600000|1645042427807|47fd8f3b-8dbc-509c-80ac-da48aad66849|0|112|1025|1387
31951|1634515200000|1635465600000|1645042427807|546219b6-0d50-5c0f-8fd6-fd7e54e33d08|1|113|1026|1388
31952|1642809600000|1643932800000|1645042427807|e76992cc-3cf1-5c83-a977-76c3052d6ee1|1|113|1026|1388
31953|1635724800000|1636675200000|1645042427807|4d82a936-c55d-51ba-a396-5974765219e1|1|114|1027|1389
31954|1644019200000|1645142400000|1645042427807|8ad58378-974d-5ad4-a1a8-d4a616d7f12a|1|114|1027|1389
31955|1609891200000|1611705600000|1645042427807|82160dba-6064-5a35-a159-254192af86df|1|115|1028|1390
31956|1609891200000|1611705600000|1645042427807|fa82705c-cd89-578d-ae3c-04bd0b6a1106|1|115|1028|1390
31957|1609891200000|1611705600000|1645042427807|f0da6043-f1a5-5c56-881c-248968d63a2d|1|115|1028|1391
31958|1609891200000|1611705600000|1645042427807|c0c1bbb1-b045-5cb3-b86f-7bd1a305e79b|1|115|1028|1391
31959|1611792000000|1613520000000|1645042427807|86890b58-8a08-5653-97d9-ae3d33f3267b|1|115|1028|1390
31960|1611792000000|1613520000000|1645042427807|66c3b828-84aa-5a57-b79c-5365c7be8436|1|115|1028|1390
31961|1611792000000|1613520000000|1645042427807|526f6bbe-5c91-5355-9ed8-b336d6996c8c|1|115|1028|1391
31962|1611792000000|1613520000000|1645042427807|695f2f7f-d6e8-58e0-8514-50e83440484e|1|115|1028|1391
31963|1613606400000|1615334400000|1645042427807|be4b5066-434a-5cd2-b8a1-6001b761538c|1|115|1028|1391
31964|1613606400000|1615334400000|1645042427807|91fab0c9-24a1-5b9f-9d9f-04f7fe02cd25|1|115|1028|1391
31965|1613606400000|1615334400000|1645042427807|a33e397a-3630-50d5-93df-56f8883d889f|1|115|1028|1390
31966|1613606400000|1615334400000|1645042427807|fda2ed15-ea1a-5f73-8c8a-3bed7dce5f88|1|115|1028|1390
31967|1615420800000|1617148800000|1645042427807|6638196d-de11-5d38-9737-29f3d1e881ce|1|115|1028|1391
31968|1615420800000|1617148800000|1645042427807|2fdb9820-1aa4-5a26-bf15-073d2cb9ccf5|1|115|1028|1390
31969|1615420800000|1617148800000|1645042427807|56d229b7-bde9-533f-9558-3efd336fd5cf|1|115|1028|1390
31970|1615420800000|1617148800000|1645042427807|4a46d146-5af1-57ac-88de-7c404a693bf8|1|115|1028|1391
31971|1617235200000|1618963200000|1645042427807|126853d2-017e-5fd1-b3d1-fffb0385dcd3|1|115|1028|1391
31972|1617235200000|1618963200000|1645042427807|037da994-9942-5b70-a47c-98d50ad7eeff|1|115|1028|1391
31973|1617235200000|1618963200000|1645042427807|0032bbef-3053-5f44-8351-9914a4fc8481|1|115|1028|1390
31974|1617235200000|1618963200000|1645042427807|9251c715-afb5-526e-9552-8f249f6cdb54|1|115|1028|1390
31975|1617235200000|1618963200000|1645042427807|76ed1d97-91e7-571f-bd76-59b576ba7160|1|115|1028|1390
31976|1619049600000|1620777600000|1645042427807|978a21ff-dc99-5fa7-a2ef-04ca59843195|1|115|1028|1390
31977|1619049600000|1620777600000|1645042427807|708fdcb9-dfc0-536d-9421-8b3efdf006ab|1|115|1028|1391
31978|1619049600000|1620777600000|1645042427807|14e58e4b-274b-54c5-b17e-05093f409743|1|115|1028|1391
31979|1619049600000|1620777600000|1645042427807|4167ca31-5623-5a15-ad01-1a44ad76461b|1|115|1028|1390
31980|1619049600000|1620777600000|1645042427807|fabd0eb8-b75a-5dc1-92b3-775899986420|1|115|1028|1390
31981|1620864000000|1622592000000|1645042427807|5ba87e38-6c34-54ec-8f3d-9db5a7eaceb5|1|115|1028|1390
31982|1620864000000|1622592000000|1645042427807|8a953bef-0eb3-5276-a94c-a0ca72740918|1|115|1028|1391
31983|1620864000000|1622592000000|1645042427807|d67782d3-fba0-5e03-a6f0-e5b4d6b274a8|1|115|1028|1390
31984|1620864000000|1622592000000|1645042427807|28962286-e32b-5072-aa79-2a5386da64f2|1|115|1028|1391
31985|1620864000000|1622592000000|1645042427807|fce79661-a013-5e3d-8574-01b4e63bbce3|1|115|1028|1390
31986|1622678400000|1624406400000|1645042427807|05ba1185-1899-5b21-a033-2d876a61193d|1|115|1028|1390
31987|1622678400000|1624406400000|1645042427807|37b5491d-99df-5ca4-8ac8-f66b9ac79bd5|1|115|1028|1391
31988|1622678400000|1624406400000|1645042427807|831038d3-0c0f-5fb2-90a5-12ccbba0d363|1|115|1028|1390
31989|1622678400000|1624406400000|1645042427807|a7c347bc-cc2e-5878-b497-d4eb72939e54|1|115|1028|1391
31990|1622678400000|1624406400000|1645042427807|22733e47-c6a8-5b6b-8a2e-1b4cf7abedd3|1|115|1028|1390
31991|1624492800000|1626220800000|1645042427807|9cf910b5-159f-54cd-8363-aa6410b7670f|1|115|1028|1390
31992|1624492800000|1626220800000|1645042427807|d3fb650d-96a9-536f-b3ec-6b337c0720bd|1|115|1028|1391
31993|1624492800000|1626220800000|1645042427807|0d0c5a41-ea53-5d35-bc19-4e8387efa8a2|1|115|1028|1391
31994|1626307200000|1628035200000|1645042427807|4b3a066e-ade7-5153-8c72-23148efc02ec|1|115|1028|1390
31995|1626307200000|1628035200000|1645042427807|d4867a60-08dd-5415-ba5d-f5eda364b132|1|115|1028|1391
31996|1626307200000|1628035200000|1645042427807|d340a4d3-ebb1-5009-8e19-8069bbfe5328|1|115|1028|1391
31997|1628121600000|1629849600000|1645042427807|ccab5f37-b5d5-533f-ba75-27b568adaef2|1|115|1028|1390
31998|1628121600000|1629849600000|1645042427807|8648d649-4518-5be1-8a21-a6d8c9b2acf9|1|115|1028|1391
31999|1628121600000|1629849600000|1645042427807|ef709368-1dcc-583d-a195-5a8a139bafb0|1|115|1028|1391
32000|1629849600000|1633392000000|1645042427807|83fa536a-b6dc-5124-8ff0-9eb6204c3de4|1|115|1028|1391
32001|1629849600000|1633392000000|1645042427807|fd658065-76af-5750-923b-9054e786c90d|1|115|1028|1390
32002|1629849600000|1633392000000|1645042427807|00de34f6-70d0-5336-ada8-90cf7e4baf61|1|115|1028|1391
32003|1633478400000|1635292800000|1645042427807|e183761f-964e-59e8-9aa4-35ec784e5803|1|115|1028|1391
32004|1635379200000|1637107200000|1645042427807|702d19dc-4dbd-5365-90f1-2389a1c980c5|1|115|1028|1391
32005|1637193600000|1638921600000|1645042427807|94956356-903f-582f-b91d-6db46cc70662|1|115|1028|1391
32006|1639008000000|1640908800000|1645042427807|a7b97516-1bd4-5a99-8361-2960038ab411|1|115|1028|1391
32007|1641254400000|1643068800000|1645042427807|e4344f48-87a0-53f1-9783-0626f3e211cf|1|115|1028|1391
32008|1643155200000|1644883200000|1645042427807|757c894d-22f0-5fa0-ac61-2a95cd6ecb4d|1|115|1028|1391
32009|1644969600000|1646697600000|1645042427807|9cb508f8-1cb4-5142-9ce2-f09ec3e82e3d|1|115|1028|1391
32010|1646784000000|1648512000000|1645042427807|ee88b6f7-9277-5204-b688-6a2a49eeacd7|1|115|1028|1391
32011|1619827200000|1621036800000|1645042427807|ccccfe18-5fa2-5103-88ad-2718700a1bd3|1|116|1028|1392
32012|1619827200000|1621036800000|1645042427807|66e923b6-45d5-5950-a4cf-0933a0ced8d0|1|116|1028|1392
32013|1619827200000|1621036800000|1645042427807|f1f11d99-c717-552d-9602-e941c01c2e6b|1|116|1028|1392
32014|1619827200000|1621036800000|1645042427807|16ac3faa-68d1-5b4c-88ce-c948d5c5d638|1|116|1028|1392
32015|1621123200000|1622419200000|1645042427807|c2481c83-829d-5ce4-8721-6b518c5bd489|1|116|1028|1392
32016|1621123200000|1622419200000|1645042427807|f6923167-d849-57bc-8b22-d4f5bddc700c|1|116|1028|1392
32017|1621123200000|1622419200000|1645042427807|0bed03f9-a37b-5438-afcb-984cb66a6e20|1|116|1028|1392
32018|1621123200000|1622419200000|1645042427807|324639be-10b1-558a-9c02-f2e056ee3f7e|1|116|1028|1392
32019|1622505600000|1623715200000|1645042427807|f5ee09d3-c139-5a90-a4eb-a9b9b1853ae3|1|116|1028|1392
32020|1622505600000|1623715200000|1645042427807|4a35d723-c4b4-5a85-8bbf-b633cfdf5174|1|116|1028|1392
32021|1622505600000|1623715200000|1645042427807|6bf7664e-8838-5815-9194-19e1bc41c98c|1|116|1028|1392
32022|1622505600000|1623715200000|1645042427807|15a23c3c-94c1-560b-a009-461e903df2e8|1|116|1028|1392
32023|1623801600000|1625011200000|1645042427807|9da86ddc-fdfa-5973-aa09-840a387fddfb|1|116|1028|1392
32024|1623801600000|1625011200000|1645042427807|a41e99db-254a-58e1-ba60-fb70f3263536|1|116|1028|1392
32025|1623801600000|1625011200000|1645042427807|a9d384e8-b340-5d2b-8ab1-2e29bab9136b|1|116|1028|1392
32026|1623801600000|1625011200000|1645042427807|b5714beb-f4e8-50b6-b0d4-840600a9c41d|1|116|1028|1392
32027|1625097600000|1626307200000|1645042427807|6beb898e-09b9-58d4-b01c-119de2917e90|1|116|1028|1392
32028|1625097600000|1626307200000|1645042427807|9d196e94-d81c-5f17-925c-fdce858263ad|1|116|1028|1392
32029|1625097600000|1626307200000|1645042427807|e5fb6160-fd97-5571-8667-02981e264fee|1|116|1028|1392
32030|1625097600000|1626307200000|1645042427807|edded91a-2adf-5a72-b32c-7941ef403f17|1|116|1028|1392
32031|1626393600000|1627689600000|1645042427807|d27f0269-b2e5-5c64-9646-16a0f1017e4a|1|116|1028|1392
32032|1626393600000|1627689600000|1645042427807|201af048-d222-538c-b60a-3fcb92e8eba8|1|116|1028|1392
