deliverable_id|team_id
842|56
978|56
752|56
979|71
265|69
267|61
654|68
1084|4
1084|70
1084|40
1084|75
1084|8
1084|9
1085|62
1085|40
980|70
980|62
980|76
980|66
980|60
1086|61
1087|59
1088|70
1088|39
1088|65
1088|33
844|72
276|61
277|62
845|68
279|67
982|67
282|66
983|66
984|78
984|61
1089|68
1089|73
757|70
757|62
288|57
848|72
848|60
849|72
1090|68
1091|63
431|60
1092|14
1092|8
1092|63
1092|60
1093|14
1093|18
1093|57
1093|63
1093|59
1093|60
1094|56
1094|14
1094|39
1094|8
1094|58
1094|57
1094|73
1094|60
1094|74
1095|75
764|61
764|66
1096|67
305|71
570|67
570|71
307|67
308|76
309|57
309|59
854|57
854|73
1097|59
1098|14
1098|68
1098|8
1098|61
1098|58
1098|57
1098|59
1098|73
991|78
856|68
315|72
770|59
770|74
436|64
320|62
1099|14
1099|18
1099|57
1099|63
1099|73
1099|33
323|69
324|62
324|76
325|76
326|67
335|80
337|72
1100|72
340|80
1101|59
344|59
344|73
346|63
346|59
346|60
1102|63
1102|59
1103|59
351|70
351|62
351|78
351|58
351|66
351|57
351|63
351|59
351|73
351|60
774|70
774|78
774|75
774|66
774|57
774|63
774|60
356|62
356|63
356|59
356|73
358|72
858|75
364|65
1104|14
1104|8
1104|18
1104|57
1104|63
1104|59
997|70
1105|18
1105|57
1106|18
1107|57
998|57
1108|57
1109|75
865|72
376|61
583|60
379|63
1110|73
785|61
391|57
391|63
391|59
786|69
868|74
1006|55
394|55
788|56
788|57
1111|35
1054|60
1056|70
952|56
727|61
1074|62
265|56
999|57
1105|59
1106|57
1|82
6|83
7|84
9|84
1112|14
1112|8
1112|58
1112|84
1112|85
1112|60
875|84
29|86
1113|14
1113|8
1113|84
1113|63
1113|85
1113|60
1114|14
1114|8
1114|84
1114|85
1114|60
885|84
39|86
484|83
484|86
1115|18
1115|84
1115|85
1115|32
1116|14
1116|60
1116|32
1117|14
1117|60
1117|32
1118|14
1118|8
1118|65
1118|85
1118|60
1118|32
1119|83
1119|66
1021|83
1021|82
1021|86
1021|84
1021|85
1021|87
1120|56
1120|8
1120|9
1120|66
498|87
616|83
96|83
1044|86
1121|14
1121|8
1121|18
1121|63
1121|85
1121|60
99|82
1122|14
1122|8
1122|63
1122|85
1122|60
1123|14
1123|8
1123|63
1123|85
1123|60
619|84
619|85
107|84
1124|14
1124|8
1124|58
1124|60
707|86
1125|40
1125|75
1125|64
1125|8
1126|21
1126|31
122|84
122|87
711|85
1127|84
1128|14
1128|8
1128|63
1128|85
1128|60
1129|14
1129|63
1129|85
1130|14
1130|6
1130|2
1130|83
1130|8
1130|9
1130|86
1130|66
1131|83
1132|83
1132|86
927|84
929|86
1056|82
1133|56
1133|69
1133|14
1133|78
1134|14
1134|85
1134|87
160|85
176|83
177|87
1135|21
1135|83
1135|8
1135|9
1135|58
1136|70
1136|62
1136|39
1136|8
1136|87
1136|60
1137|56
195|83
1138|6
1138|68
1138|62
1138|8
1138|9
1139|87
1140|56
1140|21
1140|68
1140|58
1140|18
1140|32
1141|14
1141|8
1141|84
1141|63
1141|85
1141|87
1141|60
963|84
963|85
963|87
1070|83
1070|82
1070|86
1070|84
1070|85
1070|87
1142|5
1142|14
1142|85
222|85
222|87
1143|14
1143|78
1143|32
235|86
741|86
1073|86
1144|14
1144|8
1144|84
1144|85
1144|60
743|84
743|85
1076|84
1145|14
1145|6
1145|70
1145|40
1145|8
1145|9
1145|66
1081|83
1081|86
1146|82
749|82
1147|66
1148|82
267|86
1149|56
1086|86
1150|85
1150|87
1151|70
1151|39
1151|65
1151|33
276|86
1152|83
1152|8
1152|66
1153|14
1153|21
1153|78
1153|83
1153|8
1153|86
1089|87
288|84
1154|14
1154|8
1154|63
1154|60
1155|14
1155|18
1155|84
1155|63
1155|85
1155|60
1094|84
1094|87
301|83
302|83
764|83
764|86
309|84
309|85
854|84
854|87
1156|85
1157|14
1157|68
1157|8
1157|86
1157|58
1157|84
1157|85
1157|87
770|85
320|83
1099|84
1099|87
332|83
333|83
1101|85
344|85
344|87
996|83
346|85
1102|85
1103|85
351|83
351|84
351|85
351|87
774|84
356|85
356|87
1104|84
1104|85
1105|84
1158|18
1158|84
1107|84
998|84
1159|84
376|86
1160|87
785|86
391|84
391|85
1161|82
394|82
788|84
894|83
1130|19
1130|26
1132|19
1135|15
1136|17
1136|20
1136|37
1136|44
1139|44
964|83
976|83
1146|1
1152|26
1153|19
1153|49
1161|1
1129|60
727|86
999|84
1105|85
